CarID,ManufacturerID,Model,EngineSize,FuelType,YearOfManufacture,Mileage,Price,DealerID
C20249,4,Passat,1.6,Diesel,2016,41804,28607,11
C39967,1,Mondeo,2.0,Petrol,1994,158646,2846,39
C46350,3,Yaris,1.2,Hybrid,2018,27120,26893,32
C42239,3,RAV4,1.8,Hybrid,2011,95916,20211,49
C20880,1,Mondeo,2.0,Diesel,2008,111352,11059,38
C09563,3,RAV4,2.4,Petrol,2011,88083,20568,18
C41721,0,X3,3.0,Diesel,1987,159789,2659,2
C07081,4,Polo,1.4,Petrol,1990,192860,973,30
C15872,3,RAV4,2.0,Hybrid,2006,97497,15091,28
C12336,4,Passat,2.0,Diesel,2003,221204,3341,27
C32617,4,Polo,1.6,Petrol,2007,65480,8707,41
C36110,4,Golf,1.4,Hybrid,1999,148561,3673,31
C26611,3,Prius,1.4,Hybrid,1999,79841,7633,12
C25045,0,Z4,2.0,Petrol,2004,144756,6919,22
C11668,4,Golf,1.2,Hybrid,2003,151589,4331,7
C29519,1,Fiesta,1.2,Petrol,2017,56615,15156,38
C04030,1,Mondeo,1.8,Diesel,2004,141667,6344,40
C16270,0,Z4,3.0,Petrol,1993,160391,3580,37
C26760,3,Prius,1.8,Hybrid,1996,167029,3616,25
C17724,0,Z4,3.0,Petrol,2013,51366,30364,20
C48743,4,Golf,2.0,Petrol,1994,194192,1781,45
C11000,3,Yaris,1.4,Hybrid,1993,210921,1372,27
C36775,0,Z4,2.0,Petrol,1993,135826,3570,0
C42056,4,Golf,1.8,Petrol,1997,188726,2165,2
C39222,3,RAV4,2.2,Hybrid,2017,18539,54599,27
C49414,3,Prius,1.0,Hybrid,2006,155671,5771,39
C17296,0,Z4,2.2,Petrol,2000,152357,5224,43
C33671,1,Fiesta,1.4,Petrol,2005,110027,5072,15
C31738,1,Mondeo,1.8,Hybrid,2003,139721,6890,6
C16425,4,Polo,2.0,Petrol,2005,79200,7767,19
C36727,4,Golf,1.2,Diesel,1994,246580,904,43
C19461,3,RAV4,2.0,Petrol,2011,82811,19484,22
C49782,2,718 Cayman,2.0,Petrol,2019,17275,54594,47
C39932,3,RAV4,2.0,Hybrid,1990,139122,3777,36
C15364,4,Golf,1.8,Petrol,2014,99238,13824,49
C10952,3,RAV4,2.4,Petrol,2012,45103,29198,10
C46803,0,X3,3.0,Diesel,2016,38238,44298,11
C20605,4,Polo,1.6,Petrol,2007,142369,4942,22
C21105,1,Mondeo,1.6,Diesel,2006,97692,9577,13
C25014,3,RAV4,2.4,Hybrid,2011,65347,28827,48
C02150,3,Yaris,1.2,Petrol,1996,187415,1590,43
C16667,1,Fiesta,1.0,Petrol,1996,185524,1274,0
C33566,3,Prius,1.4,Hybrid,2014,57618,24056,10
C35159,4,Polo,2.0,Petrol,2011,68459,12462,37
C17225,3,RAV4,1.8,Hybrid,2004,131902,9651,48
C34752,0,M5,4.4,Petrol,2011,78466,48570,42
C02375,4,Golf,1.2,Petrol,2019,23976,25649,0
C29067,1,Fiesta,1.2,Petrol,2000,94104,3782,47
C43248,3,Prius,1.0,Hybrid,2008,118993,8835,14
C17727,4,Polo,2.0,Petrol,2017,8921,26492,8
C02098,4,Passat,1.6,Petrol,2012,66246,17882,47
C34436,4,Passat,1.6,Diesel,2016,41612,28640,5
C24865,1,Focus,1.6,Hybrid,1988,149481,2228,49
C45118,3,Prius,1.0,Hybrid,2007,103534,9285,43
C15976,4,Passat,1.8,Petrol,1990,181046,1808,44
C10038,3,RAV4,2.0,Hybrid,1999,157042,5948,14
C04765,1,Mondeo,1.6,Petrol,1995,178454,2302,8
C01411,1,Fiesta,1.4,Petrol,2008,25238,10848,9
C20178,2,718 Cayman,2.4,Petrol,2020,22120,62250,1
C19059,4,Passat,1.8,Diesel,1997,103618,5640,15
C34221,1,Focus,1.0,Petrol,2011,49942,14025,18
C10008,4,Golf,1.6,Petrol,1997,172856,2339,47
C16367,1,Focus,1.4,Diesel,2005,75272,9903,15
C13512,2,Cayenne,2.6,Petrol,2014,44134,45240,41
C10803,3,RAV4,1.8,Hybrid,1995,154545,4412,37
C45253,1,Mondeo,2.0,Hybrid,1995,217328,2195,35
C00227,3,RAV4,1.8,Petrol,2021,21354,52908,7
C32661,2,911,3.5,Petrol,1989,165477,6054,39
C46344,0,Z4,2.4,Petrol,1995,215837,2262,36
C14037,1,Fiesta,1.0,Petrol,1989,83200,1791,31
C05129,3,Yaris,1.4,Hybrid,2015,49980,20757,34
C10338,2,911,2.2,Petrol,2000,135015,12820,30
C49910,3,Yaris,1.0,Hybrid,2013,7354,19584,10
C21883,4,Polo,2.0,Petrol,2005,98319,6784,38
C27164,3,RAV4,1.8,Hybrid,1998,81700,9396,34
C48437,3,RAV4,1.8,Hybrid,1994,151194,4243,5
C08629,1,Fiesta,1.2,Petrol,1997,193020,1398,25
C12897,3,RAV4,2.2,Hybrid,2009,83994,21284,34
C02950,0,X3,2.0,Diesel,2009,104527,14548,35
C01175,0,Z4,2.0,Petrol,2022,9552,57460,24
C07902,3,Prius,1.4,Hybrid,2007,126341,9239,39
C23981,2,911,3.5,Petrol,2009,82115,43733,27
C44827,1,Focus,1.0,Petrol,2011,43198,14619,41
C44162,4,Passat,2.0,Diesel,2013,39997,26472,7
C20483,3,RAV4,1.8,Hybrid,1987,348331,438,41
C02892,4,Polo,2.0,Petrol,2016,21917,23108,12
C37875,0,Z4,3.0,Petrol,1990,214246,1838,8
C12034,3,RAV4,2.2,Hybrid,2001,126676,9102,17
C47585,1,Fiesta,1.2,Petrol,1991,128725,1599,7
C29654,2,911,2.2,Petrol,1998,105832,14043,46
C24622,1,Focus,2.0,Petrol,2020,15351,44183,38
C32011,1,Mondeo,1.4,Diesel,2008,91576,10698,0
C34473,4,Polo,1.6,Petrol,2019,30770,24012,1
C35165,3,RAV4,2.2,Hybrid,1987,158923,2759,5
C49631,3,RAV4,2.0,Hybrid,2022,8081,76819,6
C32259,2,911,2.2,Petrol,1999,114610,14054,38
C18897,1,Focus,2.0,Diesel,2017,29860,35037,43
C21540,4,Passat,1.8,Petrol,2005,155100,6116,11
C21442,4,Passat,1.6,Diesel,1998,120853,4991,29
C37710,1,Fiesta,1.2,Petrol,2016,40738,15644,30
C48762,1,Mondeo,2.0,Diesel,1990,218484,1362,7
C48210,3,RAV4,2.4,Petrol,2001,88956,10495,48
C19046,4,Passat,1.8,Diesel,2011,86994,16170,8
C43553,1,Mondeo,1.6,Petrol,2018,32431,31147,8
C42200,3,RAV4,2.0,Petrol,1993,131490,4085,14
C17952,4,Golf,1.2,Petrol,2013,45824,15126,1
C06552,0,M5,5.0,Petrol,1997,160217,10896,29
C35403,4,Passat,2.0,Diesel,2005,46914,14891,24
C47105,3,Prius,1.0,Hybrid,1987,117652,2201,15
C49363,2,911,3.5,Petrol,2022,6963,164343,16
C41732,4,Golf,2.0,Petrol,2018,35989,28912,6
C01699,3,RAV4,1.8,Hybrid,1997,153031,5105,9
C19445,3,Prius,1.0,Hybrid,2007,82321,10810,48
C27272,4,Golf,1.6,Petrol,2009,83503,10448,12
C05550,4,Polo,1.2,Petrol,2020,17541,23938,16
C26613,3,Yaris,1.2,Hybrid,2014,51225,17839,21
C07657,1,Mondeo,1.4,Diesel,2004,31153,12119,29
C47785,3,RAV4,1.8,Hybrid,1991,100842,5140,37
C49329,1,Mondeo,2.0,Diesel,2018,18679,39510,21
C11488,1,Fiesta,1.4,Petrol,1987,115760,1462,33
C25589,1,Fiesta,1.2,Petrol,2021,12744,25584,27
C48719,3,RAV4,2.2,Hybrid,1992,106609,5821,35
C34151,4,Golf,1.4,Diesel,2011,74010,12517,2
C42156,0,X3,2.4,Petrol,2012,39046,28763,30
C35163,0,M5,4.0,Petrol,1991,196114,4805,10
C47372,4,Passat,2.0,Diesel,2014,34913,29162,27
C20555,0,X3,3.0,Diesel,1988,154821,2961,18
C12803,4,Passat,1.8,Diesel,2013,25399,27336,27
C34280,4,Golf,1.8,Petrol,2014,62528,17818,27
C44374,3,Yaris,1.4,Hybrid,2011,81160,12949,10
C25250,4,Golf,1.8,Hybrid,1999,35999,9273,37
C31639,3,Prius,1.4,Hybrid,1993,113006,4025,43
C32305,3,Yaris,1.0,Hybrid,1992,202392,1170,14
C27309,0,M5,4.0,Petrol,1996,183673,7473,36
C06037,1,Mondeo,2.0,Diesel,2017,64444,28061,10
C24442,4,Polo,1.2,Petrol,1997,103765,2962,2
C01498,0,X3,2.4,Petrol,2003,95436,10873,8
C39194,3,Prius,1.0,Hybrid,2004,72742,9450,6
C11822,1,Focus,1.6,Petrol,1991,229229,1136,34
C27174,0,X3,2.0,Petrol,2011,110572,15134,48
C16157,3,Prius,1.8,Hybrid,2012,58961,23667,33
C18963,4,Polo,1.2,Petrol,2004,101992,4785,41
C25570,4,Golf,1.4,Diesel,1999,198536,2102,13
C03283,4,Polo,1.6,Diesel,1995,186840,1606,21
C31628,0,X3,3.0,Diesel,1994,205809,2853,38
C39056,3,Prius,1.8,Hybrid,2020,16076,52012,32
C30507,4,Golf,1.2,Diesel,2009,120212,7256,35
C32128,1,Fiesta,1.4,Petrol,1985,165540,858,22
C19409,1,Mondeo,2.0,Diesel,2008,92327,12718,21
C29186,4,Golf,1.2,Petrol,2012,39719,14683,4
C12371,3,Yaris,1.4,Hybrid,1990,160193,1741,38
C38771,1,Mondeo,1.4,Diesel,2012,83535,14783,20
C00751,1,Fiesta,1.4,Petrol,2013,32544,14520,23
C41600,1,Mondeo,1.6,Diesel,1999,176120,3220,28
C20517,1,Mondeo,1.8,Diesel,2000,117909,5856,13
C28327,3,Prius,1.8,Hybrid,2003,118826,8504,0
C19111,1,Focus,1.4,Diesel,2017,31190,29091,7
C11298,2,911,3.5,Petrol,2005,111397,27095,2
C39634,2,Cayenne,3.5,Petrol,2008,140182,17755,5
C24574,2,911,3.0,Petrol,1988,289371,1714,45
C00312,3,Yaris,1.4,Petrol,2010,52847,12174,35
C21909,3,RAV4,2.0,Hybrid,2012,60833,28970,1
C19588,2,718 Cayman,2.0,Petrol,2004,141729,8575,23
C29745,2,Cayenne,2.6,Petrol,2004,221387,5845,9
C04666,0,X3,2.4,Petrol,2001,151315,6177,19
C35751,3,Prius,1.0,Hybrid,2017,34972,28534,42
C39148,4,Golf,1.8,Petrol,2019,20705,31990,35
C22129,4,Golf,1.8,Petrol,1990,316038,419,26
C01697,1,Focus,1.8,Petrol,2006,124447,7984,25
C07417,3,Yaris,1.0,Petrol,2001,146934,2847,35
C12641,3,RAV4,2.4,Hybrid,2015,56215,39929,7
C06866,1,Focus,1.6,Petrol,1987,213563,1002,1
C28386,4,Passat,1.8,Diesel,1995,63391,6533,39
C19650,1,Focus,2.0,Petrol,2003,104654,8007,2
C05054,4,Passat,1.4,Petrol,1998,221445,1903,32
C49770,1,Fiesta,1.0,Petrol,2004,102067,4254,20
C23636,3,Yaris,1.2,Hybrid,2021,13029,35494,47
C33250,1,Fiesta,1.4,Petrol,2009,67129,8969,49
C07600,1,Focus,1.4,Diesel,2004,47201,11114,17
C43393,4,Passat,1.4,Diesel,1992,223683,1313,8
C43457,4,Golf,2.0,Diesel,1987,421979,135,26
C37408,4,Golf,1.6,Petrol,1989,168028,1429,0
C41025,3,Yaris,1.4,Petrol,1990,145643,1635,13
C47279,3,RAV4,2.0,Petrol,2021,10010,59287,5
C48264,3,Yaris,1.4,Hybrid,2013,43250,18933,39
C11073,0,Z4,2.2,Petrol,1999,235286,2372,17
C12170,4,Golf,1.8,Diesel,2015,21128,25667,5
C39202,4,Golf,1.6,Petrol,2006,179706,4020,28
C08305,3,RAV4,2.2,Petrol,2006,120286,11123,28
C48482,2,911,2.2,Petrol,1990,163382,5222,11
C47650,4,Golf,2.0,Petrol,1992,149377,2279,40
C02490,1,Fiesta,1.2,Diesel,2010,86665,8156,30
C22071,3,Prius,1.4,Hybrid,2019,33128,38996,37
C45537,4,Polo,1.2,Petrol,2015,68929,12563,8
C15182,4,Polo,1.0,Petrol,1995,270717,565,14
C04594,4,Polo,2.0,Petrol,2013,54598,15580,43
C47826,1,Focus,1.8,Hybrid,1987,272962,739,7
C14400,1,Mondeo,2.0,Diesel,1999,143269,4730,39
C31834,4,Golf,1.2,Diesel,2021,14235,32459,18
C01327,4,Golf,1.4,Diesel,1998,117687,3838,13
C28887,4,Golf,1.2,Petrol,2008,113799,6789,11
C05757,4,Passat,2.0,Diesel,2011,79007,18020,30
C34206,4,Polo,1.6,Petrol,1996,70118,4055,25
C36154,0,Z4,2.0,Petrol,2002,118119,7470,13
C20724,3,RAV4,2.2,Hybrid,2010,88626,22022,43
C36995,3,Yaris,1.4,Hybrid,2017,30348,26678,31
C03351,2,911,2.6,Petrol,2011,63163,48937,4
C25394,3,Yaris,1.0,Hybrid,1991,58896,3347,32
C49489,4,Passat,1.8,Diesel,1996,185246,2731,5
C20025,4,Polo,1.6,Petrol,2002,160954,3040,8
C49726,4,Golf,1.8,Petrol,1992,179993,1672,22
C00439,1,Focus,1.6,Petrol,1992,289432,694,34
C24877,0,X3,2.0,Petrol,2015,62830,27644,22
C06741,1,Fiesta,1.2,Petrol,1990,236669,593,43
C15254,4,Polo,2.0,Diesel,2001,78699,6268,8
C29978,1,Mondeo,1.8,Petrol,1999,82990,6736,29
C05685,4,Golf,1.6,Diesel,1995,288859,751,31
C42439,3,RAV4,1.8,Hybrid,2015,38321,38609,48
C46101,4,Polo,1.4,Petrol,2015,19193,18360,22
C01189,3,Yaris,1.4,Petrol,2018,23959,24642,26
C09995,1,Focus,1.8,Hybrid,2004,119204,8731,36
C44371,0,X3,2.0,Diesel,2014,77385,24637,12
C31232,3,Prius,1.8,Hybrid,2002,95001,9499,1
C41573,4,Golf,1.8,Petrol,2001,131924,4532,43
C41160,1,Focus,1.6,Petrol,2011,48920,17854,15
C33062,0,X3,3.0,Diesel,2014,67744,32199,1
C43389,1,Focus,1.4,Petrol,2009,106525,9856,47
C33377,3,Yaris,1.4,Hybrid,1997,139770,3281,38
C06650,3,RAV4,2.0,Hybrid,2004,132592,10118,23
C46928,4,Golf,1.8,Diesel,1991,263009,778,29
C25933,3,RAV4,2.2,Hybrid,2013,33916,38338,11
C47240,1,Focus,1.0,Petrol,1991,147719,1819,21
C21570,2,Cayenne,3.0,Petrol,1987,260948,1406,30
C33866,3,RAV4,2.0,Petrol,1987,228553,1194,30
C07982,2,Cayenne,4.0,Diesel,2019,39344,84637,39
C09596,3,Yaris,1.0,Hybrid,1996,68808,4378,37
C44736,1,Fiesta,1.0,Petrol,2012,42499,10822,32
C27133,4,Golf,2.0,Hybrid,2002,80709,8963,18
C47508,4,Polo,1.2,Petrol,2018,19646,20710,37
C00774,3,RAV4,2.4,Petrol,1996,284839,1414,11
C46077,1,Fiesta,1.2,Petrol,2019,13616,22286,47
C03395,4,Passat,2.0,Diesel,1990,230122,1295,42
C25870,1,Fiesta,1.2,Petrol,2008,84431,6905,47
C45168,0,X3,3.0,Diesel,1987,217633,1610,6
C21566,1,Mondeo,1.8,Petrol,2017,18484,33431,23
C32117,1,Fiesta,1.2,Petrol,2016,25746,17071,10
C38370,4,Passat,1.8,Diesel,1997,291581,1106,23
C21116,4,Polo,1.4,Petrol,2008,102982,6700,12
C32565,1,Mondeo,1.4,Hybrid,1991,225037,1312,0
C10710,4,Polo,1.2,Petrol,2013,65308,11262,42
C40749,1,Focus,1.0,Petrol,1989,278360,498,27
C25916,4,Passat,1.6,Diesel,2016,50653,27095,16
C11593,3,RAV4,2.0,Hybrid,1993,110268,5772,24
C23816,4,Golf,2.0,Petrol,2012,66959,15966,12
C28598,4,Golf,1.4,Petrol,2019,8879,30062,43
C15508,1,Focus,2.0,Petrol,2017,22794,34729,27
C28892,4,Passat,2.0,Petrol,2004,46599,13293,17
C11297,1,Fiesta,1.2,Petrol,2007,109797,5374,0
C05810,3,Prius,1.4,Hybrid,1995,171623,2870,19
C22793,3,Prius,1.4,Hybrid,1999,124739,5488,2
C47774,3,RAV4,2.0,Hybrid,1985,200523,1612,32
C31788,4,Polo,1.0,Petrol,2004,49136,6256,42
C22015,1,Fiesta,1.4,Petrol,2005,34430,8425,27
C49484,4,Golf,1.2,Diesel,2006,101792,6824,5
C48675,4,Polo,1.0,Petrol,2018,36056,17220,18
C29708,1,Mondeo,1.8,Diesel,1992,220688,1447,22
C06223,3,RAV4,1.8,Hybrid,2011,87856,21409,47
C43298,4,Passat,1.8,Diesel,1994,203297,2041,42
C44000,4,Polo,2.0,Petrol,1995,129784,2744,3
C18648,4,Golf,1.8,Petrol,2011,97011,11503,35
C01427,4,Polo,1.2,Petrol,1990,75272,2273,33
C08102,4,Passat,1.8,Petrol,1985,120626,2123,44
C41477,3,Prius,1.4,Hybrid,1997,177643,3115,34
C02755,3,RAV4,2.0,Hybrid,2014,16333,43135,45
C02618,3,RAV4,1.8,Hybrid,2010,61747,23911,48
C10881,2,718 Cayman,2.0,Petrol,1996,157928,4406,42
C12816,0,Z4,2.2,Petrol,1992,161864,2833,47
C32766,4,Polo,1.4,Petrol,2000,130704,3181,18
C17896,1,Focus,1.8,Diesel,2009,62114,16003,10
C36938,3,RAV4,2.4,Petrol,1999,207326,3524,24
C47655,1,Mondeo,1.6,Diesel,2004,128956,6617,32
C37620,3,RAV4,1.8,Hybrid,1988,137714,3171,42
C01764,2,Cayenne,3.0,Petrol,1997,183021,5524,28
C26654,3,Prius,1.0,Hybrid,2015,46037,23369,16
C28645,0,Z4,3.0,Petrol,1986,156252,2323,18
C01657,3,RAV4,2.0,Hybrid,2010,32617,30155,17
C08203,1,Focus,1.4,Hybrid,2000,101327,6745,32
C02278,1,Fiesta,1.2,Petrol,1992,147465,1472,45
C49717,4,Passat,1.8,Diesel,1992,264675,1021,8
C11248,1,Fiesta,1.0,Petrol,1990,177287,916,40
C43729,0,Z4,2.4,Petrol,2009,82430,16940,47
C23390,1,Focus,1.4,Hybrid,1993,146147,2989,16
C37129,3,RAV4,1.8,Hybrid,2011,60394,25784,45
C07748,3,RAV4,2.0,Hybrid,2003,131996,9510,5
C04560,3,RAV4,2.0,Petrol,2011,68084,21536,40
C23644,3,RAV4,2.0,Petrol,1994,216651,2120,27
C47264,3,Prius,1.0,Hybrid,2004,110260,7231,33
C33219,4,Polo,1.0,Petrol,2020,10563,22684,21
C00897,3,Yaris,1.0,Petrol,2004,133498,3874,49
C37605,4,Passat,1.6,Diesel,1997,132839,4252,5
C16531,3,Prius,1.4,Hybrid,2015,40783,28546,9
C02928,0,Z4,2.2,Petrol,2014,66277,25254,20
C47994,1,Focus,1.6,Petrol,2008,91048,11034,6
C16592,2,Cayenne,3.5,Petrol,2003,65562,22010,6
C43379,3,Yaris,1.4,Hybrid,2009,70495,12187,24
C06562,3,Prius,1.8,Hybrid,2004,68515,13043,15
C35923,3,Prius,1.0,Hybrid,2017,20148,31043,37
C10244,4,Polo,2.0,Petrol,2010,92020,9908,29
C42537,1,Focus,1.0,Diesel,1991,294889,511,9
C39549,4,Passat,1.6,Petrol,2001,171464,3851,13
C15727,1,Fiesta,1.2,Petrol,2014,50225,12919,20
C32177,1,Focus,1.8,Petrol,2010,95687,12934,46
C33311,4,Golf,1.6,Hybrid,1996,82055,5324,27
C49118,3,Yaris,1.4,Hybrid,1990,237954,879,17
C06402,3,Prius,1.4,Hybrid,1997,202359,2513,28
C39705,1,Fiesta,1.0,Petrol,2011,109138,6437,3
C41028,4,Passat,1.6,Petrol,1990,233032,1074,28
C33139,1,Focus,1.8,Petrol,2002,77554,8621,36
C44170,4,Passat,1.8,Petrol,1996,204599,2196,17
C28220,4,Polo,2.0,Petrol,2016,62316,18109,45
C37112,1,Mondeo,1.8,Diesel,2004,144029,6225,25
C21397,3,RAV4,1.8,Hybrid,1996,63954,9268,11
C40127,3,Yaris,1.4,Petrol,2018,15778,25775,8
C34454,2,718 Cayman,2.0,Petrol,2003,142823,7951,36
C24057,1,Mondeo,2.0,Diesel,2010,88411,14943,14
C18779,3,RAV4,2.4,Hybrid,1995,258744,2027,34
C26006,4,Passat,2.0,Diesel,1991,194587,1902,19
C36029,0,Z4,2.4,Petrol,2012,82820,20635,18
C31124,3,Yaris,1.2,Petrol,2003,52203,7096,8
C04680,3,Yaris,1.2,Petrol,1999,167902,2295,36
C05772,0,M5,4.0,Petrol,2008,92150,34446,25
C22910,4,Golf,1.6,Petrol,2005,68463,8866,31
C38536,1,Fiesta,1.0,Diesel,2010,86043,7478,29
C42408,3,RAV4,1.8,Petrol,2016,50436,31945,16
C32919,4,Passat,1.4,Petrol,1994,241217,1218,17
C00181,2,Cayenne,2.6,Diesel,2019,20147,76182,2
C47906,2,911,3.5,Petrol,2003,186436,12876,18
C21582,4,Golf,2.0,Hybrid,2018,40437,33789,6
C15939,3,Yaris,1.4,Hybrid,2007,164071,5236,49
C20680,0,X3,2.0,Diesel,1998,205907,3039,27
C10036,4,Golf,1.4,Petrol,2006,94800,7386,15
C10424,3,Yaris,1.4,Petrol,2000,157899,2880,20
C46451,4,Polo,1.4,Petrol,1998,180237,1850,48
C08091,4,Golf,1.2,Diesel,1987,164459,1172,17
C11752,1,Focus,2.0,Petrol,2016,70149,24296,2
C35101,1,Fiesta,1.2,Petrol,2019,24912,20949,25
C21668,3,Yaris,1.0,Hybrid,1993,98807,2907,33
C22096,4,Golf,1.8,Petrol,2011,55007,15311,48
C15613,3,Prius,1.0,Hybrid,2009,135618,8294,3
C00014,3,RAV4,2.2,Petrol,2007,79393,16026,5
C04252,4,Passat,2.0,Petrol,1995,183377,2607,48
C08495,0,M5,5.0,Petrol,2002,101757,24079,30
C03675,1,Mondeo,1.4,Diesel,1998,215520,1995,27
C08722,3,Prius,1.8,Hybrid,2018,20860,44346,26
C13557,1,Focus,1.0,Petrol,2001,197142,2330,24
C37677,2,911,2.6,Petrol,2019,17926,109411,20
C07672,3,RAV4,1.8,Petrol,2013,50516,26141,8
C29354,4,Passat,1.8,Diesel,1990,275358,808,18
C17081,2,Cayenne,3.5,Petrol,2013,46428,48420,32
C18742,3,Prius,1.4,Hybrid,1998,153735,4070,3
C21122,3,Prius,1.0,Hybrid,2011,73618,14981,1
C40856,0,Z4,2.4,Petrol,2011,37913,25800,34
C40949,1,Fiesta,1.0,Petrol,2015,16573,15337,1
C47825,4,Polo,1.4,Petrol,2002,80076,5289,42
C04497,1,Mondeo,1.8,Diesel,2011,87186,15285,40
C47471,0,M5,5.0,Petrol,2003,124475,21677,39
C05461,3,RAV4,2.0,Hybrid,2018,25711,53475,10
C11790,4,Golf,1.4,Petrol,1994,301094,557,36
C33241,1,Mondeo,2.0,Diesel,2012,55115,21354,13
C11743,2,718 Cayman,2.4,Petrol,2005,98141,14031,31
C13553,1,Mondeo,2.0,Diesel,2003,100120,8613,25
C23519,4,Polo,1.2,Petrol,1998,161908,2001,8
C13054,1,Mondeo,1.8,Diesel,2002,116252,6776,20
C13815,2,718 Cayman,2.4,Petrol,2015,48020,38316,12
C30270,3,Yaris,1.4,Hybrid,1996,132581,3250,6
C38470,4,Polo,1.0,Petrol,2016,30015,15610,10
C10078,1,Fiesta,1.0,Petrol,2015,50721,12567,6
C23459,1,Fiesta,1.4,Petrol,2022,5435,30689,33
C23069,3,Prius,1.8,Hybrid,2019,33481,44126,3
C30638,1,Fiesta,1.0,Petrol,2012,36877,11192,22
C24018,1,Fiesta,1.2,Petrol,2002,135431,3159,30
C38434,4,Polo,2.0,Petrol,1999,186634,2237,33
C38821,1,Fiesta,1.2,Petrol,2019,30816,20256,17
C01214,0,M5,4.0,Petrol,2012,43043,62254,31
C19212,4,Passat,1.4,Diesel,2006,93160,9780,43
C10330,1,Focus,2.0,Petrol,2008,90452,12389,16
C12791,4,Polo,1.2,Diesel,2008,98847,6713,23
C29689,1,Fiesta,1.0,Petrol,2005,41804,6815,21
C33870,3,RAV4,2.4,Hybrid,1999,122603,8587,28
C03684,4,Passat,2.0,Petrol,2009,74235,15517,46
C30902,0,X3,3.0,Petrol,2006,103934,13954,21
C10238,1,Fiesta,1.2,Petrol,1998,173142,1773,40
C37471,4,Passat,1.8,Diesel,2015,65392,24462,6
C15663,1,Fiesta,1.0,Petrol,2019,22173,19418,8
C19167,3,Yaris,1.4,Petrol,2015,74360,14761,30
C11551,3,RAV4,2.4,Hybrid,1995,212988,3079,34
C10288,4,Golf,1.6,Petrol,1995,167686,2138,40
C36475,0,Z4,2.2,Petrol,2006,53306,16108,49
C31201,0,X3,3.0,Diesel,2004,85382,14656,44
C39960,4,Golf,1.6,Petrol,1990,262200,659,42
C03915,3,Prius,1.0,Hybrid,2000,187437,2956,23
C26612,1,Fiesta,1.2,Petrol,2014,59742,12162,31
C33232,4,Polo,1.2,Petrol,2007,91807,6293,31
C40142,1,Mondeo,1.6,Hybrid,2017,33056,34839,22
C17004,4,Polo,1.2,Petrol,1996,161147,1762,1
C41832,1,Focus,1.6,Diesel,2006,115346,8477,2
C14046,1,Fiesta,1.4,Petrol,2007,75741,7409,33
C47193,4,Polo,1.4,Petrol,2007,87692,6999,27
C23211,1,Mondeo,1.6,Diesel,2015,80403,19727,19
C41783,3,RAV4,1.8,Hybrid,2013,56084,30288,30
C48879,1,Mondeo,1.4,Diesel,2006,57190,11818,24
C39267,0,M5,4.4,Petrol,2007,142430,23033,14
C32125,1,Focus,1.8,Diesel,2003,89259,8918,7
C44795,3,RAV4,2.2,Hybrid,2001,123198,9351,21
C44892,2,Cayenne,4.0,Petrol,2015,34310,63604,16
C44998,4,Polo,1.0,Petrol,2004,144164,3153,30
C45400,3,Yaris,1.0,Petrol,1995,267011,660,11
C45147,1,Focus,1.4,Petrol,2018,35426,28894,20
C44337,4,Golf,1.8,Petrol,2011,78224,13134,9
C25550,3,RAV4,2.0,Hybrid,1995,154890,4637,15
C22205,1,Mondeo,2.0,Petrol,1998,187496,2908,36
C24568,3,RAV4,2.0,Hybrid,1991,204224,2327,4
C39155,1,Mondeo,1.4,Diesel,1987,315533,377,11
C48671,4,Golf,1.2,Diesel,1997,164898,2275,34
C18389,3,RAV4,2.4,Hybrid,2004,149802,9652,4
C32524,1,Mondeo,1.4,Diesel,2010,58274,15324,19
C11226,3,Prius,1.8,Hybrid,1995,217181,2185,12
C07021,1,Mondeo,1.8,Diesel,2009,89024,13204,4
C40072,4,Passat,1.6,Diesel,1999,105224,6004,34
C03443,3,RAV4,2.4,Petrol,2000,145425,6384,31
C00632,4,Passat,1.4,Diesel,2004,80705,9344,41
C26318,3,Yaris,1.2,Petrol,2006,95554,6465,37
C49899,0,Z4,2.2,Petrol,2013,24019,30580,17
C37248,1,Fiesta,1.0,Petrol,2011,97201,7029,40
C20195,1,Mondeo,1.4,Diesel,2010,120547,9858,36
C27569,1,Mondeo,2.0,Diesel,1992,127971,3350,35
C00601,1,Mondeo,1.8,Diesel,2014,38215,25681,2
C38877,4,Polo,1.6,Petrol,1991,179442,1249,38
C47885,3,Prius,1.8,Hybrid,1995,137909,4296,25
C09546,1,Mondeo,1.4,Diesel,2009,56376,14510,49
C26013,2,718 Cayman,2.4,Petrol,2009,36273,27572,35
C17234,1,Fiesta,1.0,Petrol,2019,13316,20377,17
C44512,3,Prius,1.4,Hybrid,1991,199246,1731,30
C39582,4,Polo,1.4,Diesel,1996,118089,2821,37
C07946,3,Prius,1.0,Hybrid,1998,115800,4648,20
C45504,1,Focus,1.0,Hybrid,2007,99648,9203,49
C24353,1,Mondeo,1.8,Hybrid,2002,103743,8507,45
C25894,1,Fiesta,1.0,Petrol,2018,26145,17766,1
C20038,3,Yaris,1.4,Petrol,1997,157181,2372,11
C17713,3,Prius,1.8,Hybrid,1998,128605,5649,18
C18181,4,Passat,1.8,Diesel,2001,158369,4787,11
C31858,1,Focus,1.6,Petrol,1990,234782,1010,45
C04220,0,M5,5.0,Petrol,2003,80926,29863,48
