AccidentID,CarID,Date,Severity,Description,RepairCost
A29871,C19887,2024-11-22,Severe,Rear quarter panel dent,3302.0
A52147,C34706,2023-12-02,Severe,Scratched paint on rear bumper,2672.0
A52148,C34706,2025-06-16,Moderate,Minor parking lot accident,4141.0
A48563,C32332,2022-06-14,Major,Damage from pothole incident,3304.0
A48564,C32332,2021-02-25,Moderate,Windshield damage,2491.0
A48565,C32332,2021-10-29,Moderate,Rear bumper collision,4973.0
A04869,C03288,2022-12-02,Severe,Tire puncture during accident,4604.0
A04870,C03288,2023-10-13,Moderate,Minor fender bender,1203.0
A04871,C03288,2024-06-10,Severe,Minor fender bender,530.0
A13042,C08662,2022-01-03,Severe,Damage from pothole incident,3375.0
A13043,C08662,2024-05-23,Major,Minor fender bender,4582.0
A13044,C08662,2021-03-14,Moderate,Collision with pole,1115.0
A08053,C05395,2023-04-16,Moderate,Collision with pole,4321.0
A46588,C31014,2021-10-23,Severe,Tire puncture during accident,2682.0
A46589,C31014,2020-10-22,Major,Windshield damage,4535.0
A46590,C31014,2022-11-20,Minor,Parking lot scrape,2535.0
A01763,C01241,2023-07-26,Major,Rear-end hit at traffic light,917.0
A01764,C01241,2023-04-05,Severe,Windshield damage,220.0
A57170,C38050,2023-09-26,Severe,Hood dent from minor crash,2725.0
A57171,C38050,2021-07-30,Moderate,Minor collision at roundabout,414.0
A46068,C30682,2024-06-23,Minor,Rear quarter panel dent,2741.0
A46069,C30682,2021-08-20,Minor,Side panel scratch,735.0
A73173,C48636,2023-01-19,Severe,Damage from pothole incident,2210.0
A73174,C48636,2025-07-17,Severe,Minor parking lot accident,3659.0
A73175,C48636,2024-12-23,Minor,Minor fender bender,449.0
A12188,C08092,2022-10-19,Severe,Front-end collision,4441.0
A12189,C08092,2024-09-12,Major,Minor collision at roundabout,440.0
A12190,C08092,2024-10-10,Moderate,Front-end collision,3264.0
A18116,C12010,2023-10-24,Minor,Rear quarter panel dent,443.0
A18117,C12010,2023-03-03,Major,Windshield damage,2844.0
A60182,C39992,2025-06-10,Moderate,Rear quarter panel dent,2263.0
A60183,C39992,2023-02-15,Moderate,Scratched paint on rear bumper,237.0
A55060,C36671,2022-09-01,Major,Front-end collision,2367.0
A55061,C36671,2021-05-06,Moderate,Front-end collision,1740.0
A11428,C07612,2022-08-26,Severe,Scratched paint on rear bumper,4370.0
A29288,C19491,2025-05-18,Minor,Head-on collision,4454.0
A29289,C19491,2025-01-29,Severe,Parking lot scrape,4942.0
A29290,C19491,2024-10-08,Minor,Accident on slippery road,1144.0
A27632,C18398,2023-04-11,Minor,Accident on slippery road,1226.0
A10315,C06861,2024-10-28,Severe,Minor fender bender,4838.0
A31892,C21246,2024-03-04,Minor,Hood dent from minor crash,3566.0
A31893,C21246,2022-11-16,Moderate,Minor collision at roundabout,1961.0
A28391,C18912,2025-01-02,Minor,Rear bumper collision,2581.0
A32239,C21481,2023-02-17,Minor,Collision with pole,3019.0
A32240,C21481,2021-07-18,Moderate,Damage from pothole incident,4859.0
A41360,C27502,2022-06-20,Moderate,Rear quarter panel dent,2204.0
A15495,C10251,2022-07-23,Major,Minor parking lot accident,4141.0
A15496,C10251,2023-02-09,Minor,Windshield damage,2531.0
A15497,C10251,2022-11-09,Moderate,Minor parking lot accident,854.0
A56093,C37319,2025-08-17,Severe,Accident on slippery road,147.0
A56094,C37319,2025-01-06,Moderate,Side swipe from passing vehicle,1778.0
A58543,C38944,2023-07-24,Moderate,Damage from pothole incident,2305.0
A58544,C38944,2022-07-29,Minor,Minor fender bender,1858.0
A58545,C38944,2023-03-07,Severe,Rear-end hit at traffic light,958.0
A21191,C14066,2021-07-28,Minor,Minor parking lot accident,4897.0
A21192,C14066,2021-05-21,Moderate,Scratched paint on rear bumper,250.0
A27869,C18552,2021-12-17,Moderate,Head-on collision,4777.0
A27870,C18552,2023-06-26,Major,Damage from pothole incident,2532.0
A27871,C18552,2021-12-03,Minor,Minor fender bender,3565.0
A43898,C29206,2021-08-25,Minor,Front bumper scrape,272.0
A43899,C29206,2021-08-04,Minor,Rear quarter panel dent,2025.0
A43900,C29206,2023-01-10,Moderate,Hood dent from minor crash,2316.0
A61387,C40794,2025-08-11,Major,Rear bumper collision,3571.0
A61388,C40794,2022-03-22,Minor,Accident on slippery road,477.0
A61389,C40794,2023-08-10,Severe,Collision with pole,2774.0
A36174,C24096,2025-05-06,Severe,Rear quarter panel dent,4719.0
A36175,C24096,2023-09-19,Severe,Head-on collision,2073.0
A36176,C24096,2021-04-22,Major,Minor collision at roundabout,1794.0
A14137,C09399,2022-01-04,Moderate,Front-end collision,2661.0
A14138,C09399,2024-02-24,Severe,Minor parking lot accident,2667.0
A68450,C45520,2020-12-01,Moderate,Front-end collision,1633.0
A68451,C45520,2023-04-24,Minor,Tire puncture during accident,717.0
A68452,C45520,2024-12-17,Moderate,Windshield damage,3548.0
A59868,C39784,2022-07-11,Severe,Side swipe from passing vehicle,3804.0
A59869,C39784,2024-12-22,Major,Damage from pothole incident,1982.0
A59870,C39784,2022-05-26,Minor,Damage from pothole incident,2008.0
A30422,C20249,2020-09-21,Severe,Rear quarter panel dent,1401.0
A30423,C20249,2020-12-26,Moderate,Front-end collision,1660.0
A69683,C46350,2021-12-21,Major,Collision with pole,681.0
A63592,C42239,2024-07-04,Moderate,Door dent from tight parking,1269.0
A63593,C42239,2022-02-19,Minor,Rear quarter panel dent,2694.0
A31349,C20880,2021-06-11,Severe,Rear quarter panel dent,4336.0
A31350,C20880,2024-02-24,Minor,Fender scratch from curb,3633.0
A31351,C20880,2021-02-18,Severe,Parking lot scrape,1868.0
A14406,C09563,2021-11-19,Major,Rear bumper collision,1203.0
A23875,C15872,2022-08-05,Minor,Parking lot scrape,4993.0
A23876,C15872,2025-02-16,Moderate,Side panel scratch,3117.0
A18596,C12336,2024-06-06,Moderate,Accident on slippery road,2465.0
A18597,C12336,2023-01-14,Moderate,Rear bumper collision,4109.0
A48978,C32617,2025-04-03,Minor,Rear-end hit at traffic light,4726.0
A54241,C36110,2023-01-04,Moderate,Side mirror broken,172.0
A40046,C26611,2021-08-05,Moderate,Minor collision at roundabout,3583.0
A37628,C25045,2023-04-08,Moderate,Side swipe from passing vehicle,1130.0
A37629,C25045,2025-07-15,Moderate,Scratched paint on rear bumper,1621.0
A17569,C11668,2024-09-14,Major,Head-on collision,3209.0
A06015,C04030,2025-01-17,Severe,Fender scratch from curb,2637.0
A40270,C26760,2021-09-20,Severe,Front-end collision,4735.0
A40271,C26760,2024-03-17,Minor,Side panel scratch,3849.0
A26619,C17724,2022-12-13,Minor,Side swipe from passing vehicle,3421.0
A26620,C17724,2023-04-15,Moderate,Parking lot scrape,3047.0
A26621,C17724,2022-12-19,Severe,Minor parking lot accident,1119.0
A55225,C36775,2020-09-30,Minor,Minor fender bender,2189.0
A63302,C42056,2024-08-04,Minor,Side swipe from passing vehicle,2800.0
A58985,C39222,2021-09-15,Severe,Side panel scratch,237.0
A58986,C39222,2021-08-16,Moderate,Front-end collision,1774.0
A58987,C39222,2023-08-26,Severe,Head-on collision,521.0
A74346,C49414,2022-04-23,Moderate,Side swipe from passing vehicle,4802.0
A25962,C17296,2021-09-30,Minor,Minor fender bender,4858.0
A25963,C17296,2021-12-18,Minor,Minor parking lot accident,2662.0
A47662,C31738,2020-11-29,Severe,Parking lot scrape,4051.0
A24674,C16425,2024-11-09,Moderate,Side panel scratch,3564.0
A24675,C16425,2020-10-03,Major,Damage from pothole incident,2329.0
A24676,C16425,2021-10-22,Minor,Minor collision at roundabout,860.0
A55154,C36727,2025-04-25,Minor,Minor parking lot accident,1835.0
A55155,C36727,2025-01-30,Moderate,Front bumper scrape,201.0
A29230,C19461,2025-01-10,Major,Rear-end hit at traffic light,4206.0
A74859,C49782,2023-09-26,Minor,Minor fender bender,3513.0
A60100,C39932,2022-09-23,Severe,Rear quarter panel dent,2979.0
A60101,C39932,2022-12-28,Severe,Side swipe from passing vehicle,2244.0
A60102,C39932,2025-07-28,Moderate,Fender scratch from curb,111.0
A23111,C15364,2021-04-02,Major,Windshield damage,416.0
A16518,C10952,2024-04-25,Moderate,Side mirror broken,3189.0
A16519,C10952,2022-09-09,Minor,Front bumper scrape,2377.0
A30942,C20605,2023-08-09,Minor,Damage from pothole incident,3033.0
A30943,C20605,2024-02-06,Minor,Hood dent from minor crash,3059.0
A30944,C20605,2022-07-06,Minor,Parking lot scrape,2134.0
A31677,C21105,2024-10-01,Minor,Parking lot scrape,487.0
A03137,C02150,2023-04-02,Severe,Rear-end hit at traffic light,3447.0
A03138,C02150,2023-10-23,Major,Minor collision at roundabout,3265.0
A03139,C02150,2025-06-16,Severe,Accident on slippery road,1613.0
A25007,C16667,2022-03-07,Severe,Rear-end hit at traffic light,927.0
A25008,C16667,2024-03-05,Major,Collision with pole,2209.0
A25009,C16667,2024-12-03,Minor,Accident on slippery road,1736.0
A50397,C33566,2021-07-13,Major,Rear quarter panel dent,2431.0
A50398,C33566,2023-05-29,Minor,Side mirror broken,3067.0
A52795,C35159,2023-02-19,Major,Minor parking lot accident,762.0
A03443,C02375,2022-12-20,Severe,Parking lot scrape,3201.0
A43673,C29067,2022-01-05,Severe,Side swipe from passing vehicle,1477.0
A43674,C29067,2024-09-11,Minor,Tire puncture during accident,3490.0
A43675,C29067,2022-11-28,Major,Minor parking lot accident,2986.0
A65130,C43248,2022-09-12,Severe,Rear quarter panel dent,4839.0
A65131,C43248,2025-02-04,Moderate,Scratched paint on rear bumper,2870.0
A65132,C43248,2024-07-16,Major,Hood dent from minor crash,4250.0
A26624,C17727,2021-09-13,Minor,Minor collision at roundabout,4299.0
A26625,C17727,2022-12-27,Minor,Rear quarter panel dent,2019.0
A03060,C02098,2022-01-15,Moderate,Fender scratch from curb,678.0
A03061,C02098,2022-12-06,Major,Front-end collision,259.0
A03062,C02098,2023-06-27,Major,Parking lot scrape,3787.0
A24026,C15976,2024-07-23,Minor,Damage from pothole incident,2754.0
A24027,C15976,2025-08-18,Minor,Damage from pothole incident,3070.0
A24028,C15976,2021-09-04,Moderate,Rear-end hit at traffic light,3011.0
A15139,C10038,2023-09-08,Major,Head-on collision,2358.0
A15140,C10038,2021-04-09,Severe,Rear quarter panel dent,4145.0
A15141,C10038,2023-10-09,Moderate,Damage from pothole incident,4927.0
A02025,C01411,2024-12-24,Minor,Rear bumper collision,2151.0
A30321,C20178,2024-05-23,Minor,Tire puncture during accident,3744.0
A30322,C20178,2021-05-31,Major,Door dent from tight parking,3634.0
A28601,C19059,2021-07-16,Moderate,Rear-end hit at traffic light,103.0
A51413,C34221,2023-10-21,Major,Side mirror broken,4280.0
A15093,C10008,2022-02-08,Minor,Minor collision at roundabout,3803.0
A15094,C10008,2020-10-30,Minor,Fender scratch from curb,995.0
A24570,C16367,2023-09-17,Major,Minor collision at roundabout,2474.0
A24571,C16367,2023-07-16,Moderate,Minor collision at roundabout,2209.0
A24572,C16367,2024-12-17,Major,Scratched paint on rear bumper,3371.0
A20362,C13512,2021-07-03,Moderate,Damage from pothole incident,2800.0
A20363,C13512,2025-02-17,Severe,Fender scratch from curb,3683.0
A16292,C10803,2020-10-27,Severe,Door dent from tight parking,4388.0
A68046,C45253,2021-06-23,Major,Damage from pothole incident,4730.0
A00331,C00227,2020-12-01,Severe,Front bumper scrape,308.0
A00332,C00227,2025-07-29,Moderate,Hood dent from minor crash,1736.0
A69677,C46344,2022-04-19,Moderate,Damage from pothole incident,1475.0
A07648,C05129,2022-07-20,Minor,Side mirror broken,3275.0
A15636,C10338,2021-05-02,Severe,Front-end collision,1078.0
A15637,C10338,2021-08-26,Moderate,Side mirror broken,353.0
A15638,C10338,2025-03-17,Severe,Tire puncture during accident,1811.0
A75033,C49910,2021-10-12,Moderate,Accident on slippery road,3045.0
A75034,C49910,2021-03-22,Major,Collision with pole,2028.0
A75035,C49910,2023-01-26,Severe,Minor parking lot accident,329.0
A40858,C27164,2023-01-01,Moderate,Rear quarter panel dent,4988.0
A72878,C48437,2023-09-15,Severe,Fender scratch from curb,1439.0
A72879,C48437,2021-03-11,Severe,Collision with pole,4979.0
A72880,C48437,2024-04-27,Moderate,Minor parking lot accident,4355.0
A12991,C08629,2024-02-10,Minor,Minor fender bender,177.0
A12992,C08629,2024-11-13,Severe,Scratched paint on rear bumper,147.0
A12993,C08629,2023-05-21,Minor,Minor fender bender,4700.0
A04358,C02950,2023-07-12,Major,Scratched paint on rear bumper,1199.0
A04359,C02950,2022-12-09,Moderate,Side mirror broken,1643.0
A04360,C02950,2024-08-22,Major,Fender scratch from curb,4030.0
A11898,C07902,2023-08-17,Severe,Rear quarter panel dent,2090.0
A11899,C07902,2023-10-03,Severe,Minor parking lot accident,2650.0
A11900,C07902,2022-06-05,Minor,Side panel scratch,4951.0
A35991,C23981,2021-01-02,Major,Fender scratch from curb,2577.0
A35992,C23981,2020-09-13,Moderate,Rear quarter panel dent,3277.0
A67417,C44827,2024-09-22,Major,Tire puncture during accident,4385.0
A67418,C44827,2020-11-16,Major,Fender scratch from curb,1193.0
A67419,C44827,2025-04-30,Minor,Door dent from tight parking,702.0
A66482,C44162,2023-05-05,Minor,Hood dent from minor crash,4881.0
A30765,C20483,2024-11-21,Minor,Minor fender bender,290.0
A04259,C02892,2022-12-11,Moderate,Door dent from tight parking,3793.0
A18150,C12034,2021-12-19,Major,Rear-end hit at traffic light,4344.0
A18151,C12034,2023-08-04,Severe,Hood dent from minor crash,4422.0
A71549,C47585,2022-05-25,Moderate,Windshield damage,1674.0
A71550,C47585,2020-10-18,Severe,Front-end collision,2296.0
A44567,C29654,2021-05-24,Moderate,Door dent from tight parking,1576.0
A44568,C29654,2023-08-05,Severe,Side mirror broken,2351.0
A44569,C29654,2024-06-11,Severe,Front-end collision,4649.0
A48073,C32011,2024-04-06,Severe,Tire puncture during accident,2386.0
A48074,C32011,2023-03-09,Severe,Front-end collision,4850.0
A48075,C32011,2023-05-27,Moderate,Front bumper scrape,256.0
A51788,C34473,2021-04-07,Moderate,Collision with pole,2928.0
A51789,C34473,2023-08-11,Minor,Front bumper scrape,4419.0
A52802,C35165,2021-05-27,Minor,Minor fender bender,4542.0
A52803,C35165,2024-01-14,Moderate,Front-end collision,3585.0
A52804,C35165,2021-04-25,Minor,Rear bumper collision,529.0
A48437,C32259,2025-08-10,Severe,Windshield damage,3473.0
A28375,C18897,2022-03-07,Minor,Rear quarter panel dent,1140.0
A28376,C18897,2021-07-17,Moderate,Side mirror broken,2441.0
A32325,C21540,2024-01-27,Major,Fender scratch from curb,4722.0
A32326,C21540,2024-06-10,Minor,Front-end collision,1049.0
A32327,C21540,2020-09-15,Major,Hood dent from minor crash,3299.0
A32179,C21442,2023-04-22,Major,Collision with pole,791.0
A32180,C21442,2023-07-16,Minor,Damage from pothole incident,3261.0
A56669,C37710,2022-09-07,Minor,Parking lot scrape,1891.0
A56670,C37710,2022-01-29,Moderate,Door dent from tight parking,3068.0
A73366,C48762,2022-04-28,Severe,Rear bumper collision,1248.0
A28587,C19046,2021-03-28,Moderate,Parking lot scrape,3580.0
A28588,C19046,2020-12-01,Severe,Scratched paint on rear bumper,4994.0
A65551,C43553,2024-12-31,Minor,Side mirror broken,586.0
A65552,C43553,2021-07-26,Severe,Rear quarter panel dent,133.0
A26945,C17952,2023-08-11,Major,Side swipe from passing vehicle,720.0
A26946,C17952,2025-08-23,Severe,Scratched paint on rear bumper,1309.0
A09825,C06552,2025-01-09,Severe,Windshield damage,1836.0
A09826,C06552,2023-12-21,Severe,Rear-end hit at traffic light,160.0
A09827,C06552,2024-11-07,Minor,Windshield damage,1700.0
A53179,C35403,2021-08-27,Severe,Side swipe from passing vehicle,2327.0
A53180,C35403,2024-05-07,Major,Front-end collision,1461.0
A70823,C47105,2024-10-03,Major,Minor parking lot accident,580.0
A70824,C47105,2021-10-15,Severe,Scratched paint on rear bumper,1074.0
A70825,C47105,2025-08-31,Severe,Rear quarter panel dent,1120.0
A74273,C49363,2024-03-09,Severe,Rear-end hit at traffic light,1182.0
A02429,C01699,2024-05-23,Major,Minor parking lot accident,2393.0
A29202,C19445,2024-10-01,Severe,Side panel scratch,4519.0
A29203,C19445,2021-01-04,Severe,Side swipe from passing vehicle,732.0
A29204,C19445,2025-08-16,Major,Windshield damage,2991.0
A41019,C27272,2024-08-16,Minor,Parking lot scrape,1445.0
A41020,C27272,2021-03-17,Severe,Tire puncture during accident,4438.0
A41021,C27272,2022-01-27,Moderate,Collision with pole,2809.0
A11499,C07657,2025-07-11,Major,Accident on slippery road,2676.0
A74216,C49329,2021-12-18,Moderate,Door dent from tight parking,4702.0
A74217,C49329,2022-02-05,Moderate,Minor parking lot accident,4423.0
A17313,C11488,2023-09-11,Minor,Rear bumper collision,1459.0
A17314,C11488,2021-12-17,Severe,Damage from pothole incident,3377.0
A17315,C11488,2023-07-10,Severe,Fender scratch from curb,3203.0
A73291,C48719,2021-01-15,Minor,Accident on slippery road,1405.0
A73292,C48719,2022-01-25,Major,Accident on slippery road,4004.0
A51319,C34151,2022-09-20,Moderate,Accident on slippery road,3456.0
A63473,C42156,2023-11-23,Severe,Damage from pothole incident,4124.0
A71231,C47372,2020-10-25,Severe,Accident on slippery road,2452.0
A71232,C47372,2023-06-03,Major,Windshield damage,218.0
A71233,C47372,2022-05-04,Moderate,Windshield damage,3640.0
A19323,C12803,2023-07-27,Severe,Minor parking lot accident,2009.0
A19324,C12803,2024-07-24,Minor,Windshield damage,2149.0
A51499,C34280,2022-12-13,Major,Parking lot scrape,1982.0
A66770,C44374,2020-09-18,Moderate,Head-on collision,2161.0
A66771,C44374,2023-02-01,Major,Side mirror broken,4882.0
A47524,C31639,2023-03-17,Moderate,Minor parking lot accident,3763.0
A48524,C32305,2024-11-17,Severe,Side panel scratch,750.0
A41065,C27309,2021-06-20,Minor,Parking lot scrape,4647.0
A41066,C27309,2024-10-06,Severe,Windshield damage,1282.0
A41067,C27309,2024-07-09,Minor,Collision with pole,107.0
A09014,C06037,2021-06-09,Major,Fender scratch from curb,3658.0
A09015,C06037,2021-05-24,Minor,Fender scratch from curb,719.0
A58940,C39194,2020-12-30,Major,Parking lot scrape,3996.0
A58941,C39194,2025-03-31,Severe,Damage from pothole incident,3934.0
A17812,C11822,2021-02-28,Major,Front-end collision,1850.0
A17813,C11822,2025-01-31,Moderate,Windshield damage,2643.0
A17814,C11822,2023-02-10,Severe,Tire puncture during accident,4974.0
A40869,C27174,2024-07-31,Minor,Rear bumper collision,1054.0
A40870,C27174,2024-12-11,Minor,Hood dent from minor crash,2278.0
A28465,C18963,2025-05-24,Moderate,Minor parking lot accident,1795.0
A38435,C25570,2025-07-23,Severe,Accident on slippery road,4675.0
A38436,C25570,2020-12-05,Moderate,Side mirror broken,231.0
A04859,C03283,2024-09-30,Moderate,Accident on slippery road,2846.0
A04860,C03283,2024-11-01,Severe,Hood dent from minor crash,865.0
A47505,C31628,2023-12-20,Severe,Damage from pothole incident,498.0
A47506,C31628,2024-08-14,Major,Side panel scratch,3477.0
A58730,C39056,2020-12-10,Major,Front-end collision,1223.0
A45806,C30507,2020-10-10,Moderate,Minor collision at roundabout,4769.0
A45807,C30507,2022-02-12,Minor,Rear quarter panel dent,1121.0
A45808,C30507,2020-10-06,Minor,Rear bumper collision,1771.0
A48245,C32128,2025-05-09,Severe,Front bumper scrape,2926.0
A48246,C32128,2024-07-30,Severe,Damage from pothole incident,716.0
A43862,C29186,2021-10-15,Severe,Fender scratch from curb,4387.0
A43863,C29186,2023-11-14,Major,Front-end collision,3029.0
A18656,C12371,2023-03-26,Minor,Damage from pothole incident,2949.0
A18657,C12371,2025-06-12,Severe,Tire puncture during accident,4236.0
A18658,C12371,2024-12-22,Minor,Tire puncture during accident,2109.0
A58283,C38771,2024-01-20,Severe,Front-end collision,3432.0
A58284,C38771,2021-03-05,Moderate,Side swipe from passing vehicle,3596.0
A01094,C00751,2024-05-31,Major,Front bumper scrape,240.0
A01095,C00751,2022-04-06,Moderate,Minor parking lot accident,275.0
A62593,C41600,2021-09-15,Minor,Minor parking lot accident,2481.0
A62594,C41600,2023-04-09,Moderate,Head-on collision,1693.0
A62595,C41600,2022-10-20,Major,Front-end collision,1315.0
A30822,C20517,2021-07-10,Moderate,Minor parking lot accident,3196.0
A42580,C28327,2024-07-18,Severe,Side swipe from passing vehicle,1177.0
A42581,C28327,2020-11-13,Moderate,Front-end collision,4728.0
A28677,C19111,2023-11-19,Major,Damage from pothole incident,3147.0
A28678,C19111,2021-04-17,Major,Door dent from tight parking,3732.0
A28679,C19111,2020-09-07,Severe,Side panel scratch,2463.0
A17032,C11298,2023-12-16,Severe,Minor fender bender,2099.0
A59620,C39634,2023-08-04,Moderate,Minor parking lot accident,4959.0
A59621,C39634,2024-06-20,Major,Damage from pothole incident,430.0
A00471,C00312,2022-10-06,Severe,Front-end collision,227.0
A00472,C00312,2024-02-18,Severe,Hood dent from minor crash,1392.0
A32883,C21909,2024-04-10,Minor,Minor parking lot accident,3325.0
A29439,C19588,2024-03-01,Major,Side mirror broken,312.0
A29440,C19588,2020-10-19,Moderate,Side mirror broken,1797.0
A06958,C04666,2023-02-21,Moderate,Rear bumper collision,4760.0
A06959,C04666,2023-10-01,Major,Front-end collision,4420.0
A58870,C39148,2022-11-22,Major,Rear bumper collision,4974.0
A58871,C39148,2021-01-19,Major,Scratched paint on rear bumper,661.0
A58872,C39148,2022-05-20,Major,Accident on slippery road,4838.0
A33241,C22129,2022-11-02,Moderate,Side swipe from passing vehicle,3074.0
A33242,C22129,2021-09-02,Moderate,Scratched paint on rear bumper,1909.0
A33243,C22129,2023-06-24,Moderate,Front-end collision,2308.0
A02423,C01697,2023-10-05,Moderate,Hood dent from minor crash,971.0
A02424,C01697,2020-11-15,Minor,Side panel scratch,4384.0
A02425,C01697,2024-06-03,Severe,Minor fender bender,744.0
A19077,C12641,2023-08-14,Severe,Side swipe from passing vehicle,759.0
A10320,C06866,2022-08-16,Minor,Minor parking lot accident,4770.0
A42663,C28386,2021-11-04,Major,Side panel scratch,824.0
A42664,C28386,2021-02-01,Minor,Front bumper scrape,2359.0
A29533,C19650,2021-10-22,Minor,Windshield damage,3620.0
A07533,C05054,2021-07-25,Minor,Head-on collision,114.0
A07534,C05054,2021-04-21,Major,Accident on slippery road,1512.0
A74843,C49770,2022-09-19,Minor,Scratched paint on rear bumper,4655.0
A35510,C23636,2021-03-26,Minor,Side panel scratch,4281.0
A49921,C33250,2025-04-21,Minor,Side mirror broken,1861.0
A11409,C07600,2025-01-08,Minor,Fender scratch from curb,4080.0
A11410,C07600,2024-11-09,Moderate,Side swipe from passing vehicle,4116.0
A11411,C07600,2022-11-16,Moderate,Side swipe from passing vehicle,1980.0
A65335,C43393,2020-10-06,Severe,Fender scratch from curb,330.0
A65336,C43393,2024-12-09,Minor,Fender scratch from curb,4979.0
A56216,C37408,2021-01-22,Major,Front-end collision,2788.0
A72626,C48264,2021-05-05,Minor,Minor collision at roundabout,2815.0
A16714,C11073,2020-09-04,Moderate,Scratched paint on rear bumper,2939.0
A16715,C11073,2021-09-28,Major,Minor collision at roundabout,3219.0
A16716,C11073,2025-05-06,Severe,Rear bumper collision,124.0
A18347,C12170,2023-07-27,Minor,Tire puncture during accident,1324.0
A58951,C39202,2022-07-01,Major,Front bumper scrape,2220.0
A58952,C39202,2023-08-10,Severe,Tire puncture during accident,497.0
A58953,C39202,2021-09-04,Major,Damage from pothole incident,3332.0
A12537,C08305,2022-03-30,Major,Front-end collision,3670.0
A12538,C08305,2024-05-18,Moderate,Fender scratch from curb,385.0
A72944,C48482,2023-01-02,Moderate,Rear quarter panel dent,4866.0
A72945,C48482,2021-04-30,Moderate,Scratched paint on rear bumper,3744.0
A72946,C48482,2021-08-28,Moderate,Hood dent from minor crash,1643.0
A71661,C47650,2022-10-13,Moderate,Rear quarter panel dent,4088.0
A71662,C47650,2025-01-16,Major,Collision with pole,3927.0
A71663,C47650,2024-07-03,Minor,Fender scratch from curb,4480.0
A03626,C02490,2020-10-24,Minor,Minor collision at roundabout,4286.0
A33150,C22071,2021-08-10,Minor,Tire puncture during accident,173.0
A33151,C22071,2023-06-24,Minor,Windshield damage,2542.0
A68481,C45537,2020-11-13,Major,Rear bumper collision,1445.0
A68482,C45537,2021-10-03,Minor,Minor fender bender,3536.0
A22871,C15182,2024-02-13,Minor,Tire puncture during accident,3272.0
A71922,C47826,2023-12-31,Major,Minor parking lot accident,2641.0
A71923,C47826,2022-11-11,Major,Collision with pole,1658.0
A71924,C47826,2022-10-24,Severe,Front bumper scrape,527.0
A47794,C31834,2023-04-07,Severe,Door dent from tight parking,4523.0
A01904,C01327,2021-12-23,Minor,Door dent from tight parking,1539.0
A01905,C01327,2023-05-08,Major,Side panel scratch,485.0
A01906,C01327,2020-09-28,Severe,Side panel scratch,2639.0
A08607,C05757,2023-02-12,Moderate,Collision with pole,3560.0
A51394,C34206,2022-07-21,Major,Accident on slippery road,1163.0
A51395,C34206,2023-05-05,Minor,Damage from pothole incident,960.0
A54302,C36154,2020-11-07,Moderate,Fender scratch from curb,1354.0
A04949,C03351,2024-12-30,Moderate,Minor collision at roundabout,2977.0
A04950,C03351,2024-02-15,Moderate,Collision with pole,2236.0
A04951,C03351,2024-11-12,Moderate,Minor fender bender,631.0
A38167,C25394,2024-07-06,Major,Collision with pole,2273.0
A74457,C49489,2023-06-12,Major,Accident on slippery road,2976.0
A74458,C49489,2023-01-24,Moderate,Side panel scratch,1850.0
A74459,C49489,2022-01-18,Moderate,Tire puncture during accident,386.0
A30075,C20025,2023-09-24,Severe,Door dent from tight parking,150.0
A30076,C20025,2021-11-29,Major,Minor parking lot accident,1477.0
A30077,C20025,2025-06-13,Moderate,Scratched paint on rear bumper,2753.0
A74777,C49726,2022-02-21,Minor,Fender scratch from curb,2481.0
A74778,C49726,2021-04-02,Major,Windshield damage,1647.0
A74779,C49726,2025-04-14,Major,Door dent from tight parking,4243.0
A00634,C00439,2024-12-03,Moderate,Windshield damage,1344.0
A00635,C00439,2023-04-12,Minor,Tire puncture during accident,2267.0
A37335,C24877,2025-03-12,Minor,Rear-end hit at traffic light,1699.0
A37336,C24877,2024-09-27,Major,Side swipe from passing vehicle,1489.0
A10123,C06741,2021-08-15,Major,Side swipe from passing vehicle,3060.0
A10124,C06741,2021-09-28,Severe,Minor parking lot accident,4615.0
A22969,C15254,2023-11-20,Major,Collision with pole,3526.0
A08483,C05685,2022-03-12,Major,Rear bumper collision,1849.0
A08484,C05685,2024-12-03,Major,Collision with pole,3382.0
A69306,C46101,2021-12-08,Major,Rear-end hit at traffic light,1360.0
A01695,C01189,2021-02-11,Minor,Front-end collision,141.0
A15069,C09995,2022-09-03,Minor,Damage from pothole incident,1917.0
A15070,C09995,2025-04-29,Moderate,Rear bumper collision,1839.0
A66766,C44371,2021-09-22,Moderate,Tire puncture during accident,4948.0
A66767,C44371,2022-03-09,Minor,Rear quarter panel dent,669.0
A66768,C44371,2022-07-26,Severe,Parking lot scrape,4039.0
A46895,C31232,2024-08-27,Major,Tire puncture during accident,2586.0
A46896,C31232,2023-08-01,Moderate,Windshield damage,446.0
A62547,C41573,2023-09-10,Moderate,Tire puncture during accident,2026.0
A62548,C41573,2025-01-26,Moderate,Rear bumper collision,3965.0
A49651,C33062,2023-06-12,Moderate,Damage from pothole incident,4538.0
A49652,C33062,2024-04-14,Severe,Scratched paint on rear bumper,2475.0
A65329,C43389,2024-08-26,Severe,Door dent from tight parking,114.0
A65330,C43389,2023-04-02,Moderate,Windshield damage,4107.0
A65331,C43389,2024-02-15,Major,Tire puncture during accident,779.0
A50125,C33377,2021-08-12,Moderate,Minor collision at roundabout,4526.0
A09975,C06650,2025-06-02,Moderate,Collision with pole,3000.0
